occurrenceID,eventID,basisOfRecord,taxonID,scientificName,recordedBy,occurrenceStatus,individualCount,organismQuantity,organismQuantityType,publicDisplay,dataAccess,lifeStage,sex,reproductiveCondition,behavior,covariateSample,preparations,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,identificationVerificationStatus,occurrenceRemarks,materialSampleID,recordNumber,organismRemarks,identificationID,diameter,diameter_flag,height,height_flag,pitchTubes,exitHoles,activeBranchCanker,inactiveBranchCanker,activeBoleCanker,inactiveBoleCanker,deadTop,percentLive,boleChar_text,boleChar_numeric,damageCodes,verbatimLatitude,verbatimLongitude
E31-Tree65,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,2,measured,2,measured,,,,,,,N,96,N,,,37.78600969,-119.837332
E31-Tree66,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0.9,measured,1.7,measured,,,,,,,N,95,N,,,37.78600415,-119.8373378
E31-Tree67,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0,measured,1,measured,,,,,,,N,99,N,,,37.78601661,-119.8373247
E31-Tree68,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,a little buried,,,,,0,measured,1.1,measured,,,,,,,N,97,N,,,37.7860218,-119.8373237
E31-Tree69,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,in big CEIN clump but edge of clearing,,,,,0.4,measured,1.5,measured,,,,,,,N,98,N,,,37.78600759,-119.8373607
E31-Tree70,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0,measured,1.3,measured,,,,,,,N,94,N,,,37.78602121,-119.8373405
E31-Tree71,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0,measured,1,measured,,,,,,,N,96,N,,,37.78601418,-119.8373405
E31-Tree72,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0.6,measured,1.5,measured,,,,,,,N,97,N,,,37.78601162,-119.8373757
E31-Tree73,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,new leader 1 flag,,,,,1.2,measured,1.9,measured,,,,,,,N,96,N,,,37.78602569,-119.8373668
E31-Tree74,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,2.2,measured,1.9,measured,,,,,,,N,97,N,,,37.78602119,-119.837376
E31-Tree75,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,1.1,measured,1.6,measured,,,,,,,N,98,N,,,37.7860362,-119.8373544
E31-Tree76,31,HumanObservation,PSME,"Pseudotsuga menziesii (Mirb.) Franco, 1950",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0.4,measured,1.4,measured,,,,,,,N,99,N,,,37.78603664,-119.8373746
E31-Tree77,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,4,measured,2.5,measured,,,,,,,N,98,N,,,37.78604148,-119.8373783
E31-Tree78,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0,measured,1,measured,,,,,,,N,97,N,,,37.78604137,-119.8373711
E31-Tree79,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0,measured,1,measured,,,,,,,N,98,N,,,37.78603558,-119.8374155
E31-Tree80,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0,measured,1.1,measured,,,,,,,N,98,N,,,37.78604527,-119.8374054
E31-Tree81,31,HumanObservation,PSME,"Pseudotsuga menziesii (Mirb.) Franco, 1950",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0,measured,1.2,measured,,,,,,,N,98,N,,,37.7860418,-119.8374356
E31-Tree82,31,HumanObservation,ABCO,"Abies concolor (Gordon & Glend.) Lindl. Ex Hildebr., 1861",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,fire scar 6m,,,,,58,measured,6,measured,,,,,,,Y,0,Y,,SD|BROK|FIRE,37.78607537,-119.8374048
E31-Tree83,31,HumanObservation,ABCO,"Abies concolor (Gordon & Glend.) Lindl. Ex Hildebr., 1861",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,41.2,measured,3.3,measured,,,,,,,Y,0,N,,SD,37.78605735,-119.8374503
E31-Tree84,31,HumanObservation,ABCO,"Abies concolor (Gordon & Glend.) Lindl. Ex Hildebr., 1861",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,fire scar 4.9,,,,,50.4,measured,4.9,measured,,,,,,,Y,0,Y,,SD|BROK|FIRE,37.7860741,-119.8374047
E31-Tree85,31,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0.2,measured,1.4,measured,,,,,,,N,97,N,,,37.78607606,-119.837413
E31-Tree86,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0.4,measured,1.4,measured,,,,,,,N,95,N,,,37.78607003,-119.8374606
E31-Tree87,31,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-06,,,,,NA,,,,,0.5,measured,1.4,measured,,,,,,,N,98,N,,,37.78606633,-119.8374763
E32-Tree1,32,HumanObservation,ABCO,"Abies concolor (Gordon & Glend.) Lindl. Ex Hildebr., 1861",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,fire scar to top,,,,,38,measured,5.6,measured,,,,,,,Y,0,Y,,SD|BROK|FIRE,37.8095447,-120.0034713
E32-Tree2,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,"5 resprouts, approx 96% live. Parent oak DD",,,,,2.7,measured,6.1,measured,,,,,,,N,96,N,,,37.80954017,-120.0035261
E32-Tree3,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,6 sprouts,,,,,3.5,measured,12,measured,,,,,,,N,97,N,,,37.80954222,-120.0035339
E32-Tree4,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,4 resprouts,,,,,25.9,measured,6.6,measured,,,,,,,Y,0,N,,SD,37.80951758,-120.0034409
E32-Tree5,32,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,NA,,,,,8.8,measured,5.5,measured,,,,,,,Y,0,N,,SD,37.80952654,-120.0034393
E32-Tree6,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,4 sprouts,,,,,1.5,measured,1.7,measured,,,,,,,N,95,N,,,37.80947736,-120.0034793
E32-Tree7,32,HumanObservation,ABCO,"Abies concolor (Gordon & Glend.) Lindl. Ex Hildebr., 1861",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,NA,,,,,15.5,measured,6.6,measured,,,,,,,Y,0,N,,SD|BROK,37.80948126,-120.0034882
E32-Tree8,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,"8 sprouts, 3 are dead",,,,,8.7,measured,7.3,measured,,,,,,,N,95,N,,,37.80945861,-120.0034848
E32-Tree9,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,NA,,,,,3,measured,2.7,measured,,,,,,,N,97,N,,,37.80947857,-120.0034611
E32-Tree10,32,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,fire scar 1.9m,,,,,4.5,measured,3,measured,,,,,,,Y,0,Y,,SD|CROK|FIRE,37.80945907,-120.0034712
E32-Tree11,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,4 sprouts,,,,,1.9,measured,3,measured,,,,,,,N,98,N,,,37.8094467,-120.0034786
E32-Tree12,32,HumanObservation,PSME,"Pseudotsuga menziesii (Mirb.) Franco, 1950",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,"might be ABCO, a bit too burned to tell",,,,,29,measured,8.1,measured,,,,,,,Y,0,Y,,SD|BROK|FIRE,37.80945404,-120.0035385
E32-Tree13,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,13 resprouts at 97% live,,,,,10.6,measured,10.2,measured,,,,,,,Y,0,N,,SD|BROK,37.80943151,-120.0034828
E32-Tree14,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,20+ resprouts at 97% live,,,,,11,measured,4,measured,,,,,,,Y,0,N,,SD,37.80944833,-120.0034456
E32-Tree15,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,NA,,,,,3.5,measured,3.5,measured,,,,,,,N,96,N,,,37.80943123,-120.0034465
E32-Tree16,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,"7 sprouts, herbivory",,,,,7,measured,4.9,measured,,,,,,,N,96,N,,,37.8094473,-120.0035252
E32-Tree17,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,12 resprouts at 97% live,,,,,19,measured,3,measured,,,,,,,Y,0,N,,SD,37.80943144,-120.0035362
E32-Tree18,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,"10+ resprouts, ""this is a clusterfuck of oats"" -Jenny",,,,,23,measured,16.5,measured,,,,,,,Y,0,N,,SD,37.80938378,-120.0035398
E32-Tree19,32,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,fire scar 5m,,,,,34.7,measured,18,measured,,,,,,,N,99,Y,,FIRE,37.80935951,-120.0034581
E32-Tree20,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,bent,,,,,5.5,measured,2.5,measured,,,,,,,N,98,N,,,37.80938184,-120.0035354
E32-Tree21,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,4 sprouts,,,,,0.5,measured,1.6,measured,,,,,,,N,97,N,,,37.80936467,-120.0034783
E32-Tree22,32,HumanObservation,PSME,"Pseudotsuga menziesii (Mirb.) Franco, 1950",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,fire scar 3m,,,,,31.8,measured,25.3,measured,,,,,,,N,96,Y,,FIRE,37.80934669,-120.0035076
E32-Tree23,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,NA,,,,,4.4,measured,3.2,measured,,,,,,,N,95,N,,,37.80934309,-120.0035078
E32-Tree24,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,"12 resprouts, 2 are dead",,,,,19,measured,10.1,measured,,,,,,,N,96,N,,,37.80933554,-120.0035252
E32-Tree25,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,4 resprouts,,,,,20,measured,3.5,measured,,,,,,,Y,0,N,,SD|BROK,37.80932385,-120.0035258
E32-Tree26,32,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,fire scar 2.1m,,,,,10.7,measured,5.3,measured,,,,,,,Y,0,Y,,SD|FIRE,37.8093237,-120.0034656
E32-Tree27,32,HumanObservation,CADE,"Calocedrus decurrens (Torr.) Florin, 1956",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,0 fire scar,,,,,8.5,measured,4,measured,,,,,,,Y,0,Y,,SD|FIRE,37.809288,-120.0034766
E32-Tree28,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,4 sprouts,,,,,2.5,measured,2.2,measured,,,,,,,N,98,N,,,37.80928347,-120.0035313
E32-Tree29,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,2 sprouts,,,,,4,measured,4.2,measured,,,,,,,N,98,N,,,37.80927952,-120.0035486
E32-Tree30,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,3 sprouts,,,,,1.8,measured,2,measured,,,,,,,N,97,N,,,37.80923477,-120.0034748
E32-Tree31,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,9 sprouts,,,,,2.2,measured,2.4,measured,,,,,,,N,97,N,,,37.80924883,-120.0035195
E32-Tree32,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,"4 sprouts, herbivory",,,,,6.8,measured,4.6,measured,,,,,,,N,96,N,,,37.80923414,-120.0034555
E32-Tree33,32,HumanObservation,PSME,"Pseudotsuga menziesii (Mirb.) Franco, 1950",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,NA,,,,,2.5,measured,2.6,measured,,,,,,,N,99,N,,,37.80922208,-120.0035561
E32-Tree34,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,NA,,,,,0.6,measured,1.8,measured,,,,,,,N,98,N,,,37.80920834,-120.0035216
E32-Tree35,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,NA,,,,,1,measured,2.3,measured,,,,,,,N,98,N,,,37.80921124,-120.0035555
E32-Tree36,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,6 sprouts,,,,,3,measured,2.6,measured,,,,,,,N,97,N,,,37.80919407,-120.0035541
E32-Tree37,32,HumanObservation,QUCH,"Quercus chrysolepis Liebm., 1854",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,7 sprouts,,,,,4.8,measured,3.5,measured,,,,,,,N,98,N,,,37.8091653,-120.0035283
E32-Tree38,32,HumanObservation,QUKE,"Quercus kelloggii Newb., 1858",JEC|SWA|TMD,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|SWA|TMD,2023-08-22,,,,,16 resprouts at about 98% live,,,,,19,measured,4.5,measured,,,,,,,N,0,N,,,37.80910296,-120.0035236
E34-Tree1,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.26,measured,,,,,,,N,99,N,,,37.95170422,-119.9131533
E34-Tree2,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.31,measured,,,,,,,N,96,N,,,37.95171996,-119.9131774
E34-Tree3,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.37,measured,,,,,,,N,97,N,,,37.95165936,-119.9130874
E34-Tree4,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.05,measured,,,,,,,N,97,N,,,37.95164908,-119.9130904
E34-Tree5,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.1,measured,,,,,,,N,97,N,,,37.95166016,-119.9130935
E34-Tree6,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.23,measured,,,,,,,N,97,N,,,37.95165456,-119.9130966
E34-Tree7,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.23,measured,,,,,,,N,98,N,,,37.95165138,-119.9130963
E34-Tree8,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.12,measured,,,,,,,N,99,N,,,37.95164777,-119.9130959
E34-Tree9,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.27,measured,,,,,,,N,99,N,,,37.95165266,-119.9130996
E34-Tree10,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.05,measured,,,,,,,N,99,N,,,37.95168149,-119.9132076
E34-Tree11,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.02,measured,,,,,,,N,98,N,,,37.95168401,-119.9132758
E34-Tree12,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.2,measured,,,,,,,N,99,N,,,37.95169263,-119.913298
E34-Tree13,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0.9,measured,1.5,measured,,,,,,,N,99,N,,,37.9516717,-119.9133108
E34-Tree14,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF, MECH",,,,,0,measured,1.23,measured,,,,,,,N,96,N,,MECH,37.95166791,-119.9133098
E34-Tree15,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF, MECH",,,,,0,measured,1.27,measured,,,,,,,N,98,N,,MECH,37.95165758,-119.9133034
E34-Tree16,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.02,measured,,,,,,,N,98,N,,,37.95165926,-119.9133097
E34-Tree17,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.21,measured,,,,,,,N,97,N,,,37.95165781,-119.9133314
E34-Tree18,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.29,measured,,,,,,,N,97,N,,,37.95165662,-119.9131914
E34-Tree19,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.37,measured,,,,,,,N,96,N,,,37.95165405,-119.9132117
E34-Tree20,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"NM, WF",,,,,0,measured,1.23,measured,,,,,,,N,96,N,,,37.95165174,-119.9132117
E34-Tree21,34,HumanObservation,PIPO,"Pinus ponderosa Douglas ex C.Lawson, 1836",JEC|TMD|SWA|MDM|EMS|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|TMD|SWA|MDM|EMS|EAS,2023-09-01,,,,,"FS 6M, WB, exit holes",,,,,68.6,measured,35.4,measured,,,,,,,N,99,Y,,FIRE,37.95166926,-119.9132298
